Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
3394,"Fisherman's Wharf, San Francisco, CA",2669,507712 (2669),"4/1/2019 - 6/30/2019, Every day, Daily Average",2255,1607,3163
3394,"Fisherman's Wharf, San Francisco, CA",2687,507714 (2687),"4/1/2019 - 6/30/2019, Every day, Daily Average",2307,1618,3289
3394,"Fisherman's Wharf, San Francisco, CA",2713,507711 (2713),"4/1/2019 - 6/30/2019, Every day, Daily Average",2214,1567,3127
3394,"Fisherman's Wharf, San Francisco, CA",2718,910842 (2718),"4/1/2019 - 6/30/2019, Every day, Daily Average",1891,1424,2510
3394,"Fisherman's Wharf, San Francisco, CA",2720,910811 (2720),"4/1/2019 - 6/30/2019, Every day, Daily Average",1698,1333,2162
3394,"Fisherman's Wharf, San Francisco, CA",2745,910843 (2745),"4/1/2019 - 6/30/2019, Every day, Daily Average",1655,1295,2114
3394,"Fisherman's Wharf, San Francisco, CA",2771,910835 (2771),"4/1/2019 - 6/30/2019, Every day, Daily Average",1670,1305,2136
3394,"Fisherman's Wharf, San Francisco, CA",2786,507642 (2786),"4/1/2019 - 6/30/2019, Every day, Daily Average",2125,1514,2980
3394,"Fisherman's Wharf, San Francisco, CA",2827,910834 (2827),"4/1/2019 - 6/30/2019, Every day, Daily Average",1596,1250,2036
3394,"Fisherman's Wharf, San Francisco, CA",2830,910851 (2830),"4/1/2019 - 6/30/2019, Every day, Daily Average",1622,1265,2079
3394,"Fisherman's Wharf, San Francisco, CA",2837,507641 (2837),"4/1/2019 - 6/30/2019, Every day, Daily Average",2044,1477,2827
3394,"Fisherman's Wharf, San Francisco, CA",2850,910864 (2850),"4/1/2019 - 6/30/2019, Every day, Daily Average",1590,1242,2034
3394,"Fisherman's Wharf, San Francisco, CA",2862,507655 (2862),"4/1/2019 - 6/30/2019, Every day, Daily Average",2049,1469,2857
3394,"Fisherman's Wharf, San Francisco, CA",2872,508066 (2872),"4/1/2019 - 6/30/2019, Every day, Daily Average",2677,2065,3469
3394,"Fisherman's Wharf, San Francisco, CA",2874,910833 (2874),"4/1/2019 - 6/30/2019, Every day, Daily Average",1567,1227,2000
3394,"Fisherman's Wharf, San Francisco, CA",2878,910990 (2878),"4/1/2019 - 6/30/2019, Every day, Daily Average",2439,1821,3265
3394,"Fisherman's Wharf, San Francisco, CA",2887,507601 (2887),"4/1/2019 - 6/30/2019, Every day, Daily Average",2023,1444,2832
3394,"Fisherman's Wharf, San Francisco, CA",2921,507550 (2921),"4/1/2019 - 6/30/2019, Every day, Daily Average",2002,1435,2792
3394,"Fisherman's Wharf, San Francisco, CA",2925,508404 (2925),"4/1/2019 - 6/30/2019, Every day, Daily Average",2639,2018,3449
3394,"Fisherman's Wharf, San Francisco, CA",2927,910831 (2927),"4/1/2019 - 6/30/2019, Every day, Daily Average",1495,1171,1908
3394,"Fisherman's Wharf, San Francisco, CA",2930,910861 (2930),"4/1/2019 - 6/30/2019, Every day, Daily Average",1597,1226,2079
3394,"Fisherman's Wharf, San Francisco, CA",2934,507562 (2934),"4/1/2019 - 6/30/2019, Every day, Daily Average",1972,1410,2756
3394,"Fisherman's Wharf, San Francisco, CA",2936,507575 (2936),"4/1/2019 - 6/30/2019, Every day, Daily Average",2467,1695,3588
3394,"Fisherman's Wharf, San Francisco, CA",2937,507574 (2937),"4/1/2019 - 6/30/2019, Every day, Daily Average",1995,1522,2613
3394,"Fisherman's Wharf, San Francisco, CA",2947,508284 (2947),"4/1/2019 - 6/30/2019, Every day, Daily Average",2329,1742,3112
3394,"Fisherman's Wharf, San Francisco, CA",2948,507572 (2948),"4/1/2019 - 6/30/2019, Every day, Daily Average",2112,1540,2894
3394,"Fisherman's Wharf, San Francisco, CA",2952,910940 (2952),"4/1/2019 - 6/30/2019, Every day, Daily Average",1477,1156,1886
3394,"Fisherman's Wharf, San Francisco, CA",2953,507534 (2953),"4/1/2019 - 6/30/2019, Every day, Daily Average",1892,1405,2547
3394,"Fisherman's Wharf, San Francisco, CA",2958,508393 (2958),"4/1/2019 - 6/30/2019, Every day, Daily Average",2568,1980,3329
3394,"Fisherman's Wharf, San Francisco, CA",2960,508272 (2960),"4/1/2019 - 6/30/2019, Every day, Daily Average",2330,1760,3083
3394,"Fisherman's Wharf, San Francisco, CA",2961,910921 (2961),"4/1/2019 - 6/30/2019, Every day, Daily Average",1460,1131,1883
3394,"Fisherman's Wharf, San Francisco, CA",2963,507571 (2963),"4/1/2019 - 6/30/2019, Every day, Daily Average",2012,1432,2826
3394,"Fisherman's Wharf, San Francisco, CA",2964,507561 (2964),"4/1/2019 - 6/30/2019, Every day, Daily Average",1899,1368,2635
3394,"Fisherman's Wharf, San Francisco, CA",2969,508382 (2969),"4/1/2019 - 6/30/2019, Every day, Daily Average",2552,1935,3365
3394,"Fisherman's Wharf, San Francisco, CA",2970,508472 (2970),"4/1/2019 - 6/30/2019, Every day, Daily Average",2640,2024,3442
3394,"Fisherman's Wharf, San Francisco, CA",2971,508271 (2971),"4/1/2019 - 6/30/2019, Every day, Daily Average",2421,1861,3148
3394,"Fisherman's Wharf, San Francisco, CA",2973,508471 (2973),"4/1/2019 - 6/30/2019, Every day, Daily Average",2607,1990,3413
3394,"Fisherman's Wharf, San Francisco, CA",2988,507532 (2988),"4/1/2019 - 6/30/2019, Every day, Daily Average",1833,1356,2476
3394,"Fisherman's Wharf, San Francisco, CA",2991,910902 (2991),"4/1/2019 - 6/30/2019, Every day, Daily Average",2095,1596,2749
3394,"Fisherman's Wharf, San Francisco, CA",2996,910881 (2996),"4/1/2019 - 6/30/2019, Every day, Daily Average",1876,1472,2390
3394,"Fisherman's Wharf, San Francisco, CA",3002,508473 (3002),"4/1/2019 - 6/30/2019, Every day, Daily Average",2598,1986,3397
3394,"Fisherman's Wharf, San Francisco, CA",3011,508291 (3011),"4/1/2019 - 6/30/2019, Every day, Daily Average",2095,1559,2814
3394,"Fisherman's Wharf, San Francisco, CA",3012,910952 (3012),"4/1/2019 - 6/30/2019, Every day, Daily Average",1992,1632,2429
3394,"Fisherman's Wharf, San Francisco, CA",3013,910891 (3013),"4/1/2019 - 6/30/2019, Every day, Daily Average",1769,1377,2272
3394,"Fisherman's Wharf, San Francisco, CA",3014,910922 (3014),"4/1/2019 - 6/30/2019, Every day, Daily Average",1397,1089,1791
3394,"Fisherman's Wharf, San Francisco, CA",3018,910930 (3018),"4/1/2019 - 6/30/2019, Every day, Daily Average",1382,1087,1756
3394,"Fisherman's Wharf, San Francisco, CA",3019,910951 (3019),"4/1/2019 - 6/30/2019, Every day, Daily Average",1803,1469,2212
3394,"Fisherman's Wharf, San Francisco, CA",3028,407460 (3028),"4/1/2019 - 6/30/2019, Every day, Daily Average",1854,1329,2585
3394,"Fisherman's Wharf, San Francisco, CA",3029,508361 (3029),"4/1/2019 - 6/30/2019, Every day, Daily Average",2457,1859,3246
3394,"Fisherman's Wharf, San Francisco, CA",3031,508371 (3031),"4/1/2019 - 6/30/2019, Every day, Daily Average",2536,1921,3347
3394,"Fisherman's Wharf, San Francisco, CA",3033,508372 (3033),"4/1/2019 - 6/30/2019, Every day, Daily Average",2554,1938,3365
3394,"Fisherman's Wharf, San Francisco, CA",3035,508482 (3035),"4/1/2019 - 6/30/2019, Every day, Daily Average",2718,2052,3598
3394,"Fisherman's Wharf, San Francisco, CA",3042,508285 (3042),"4/1/2019 - 6/30/2019, Every day, Daily Average",2192,1659,2895
3394,"Fisherman's Wharf, San Francisco, CA",3044,508323 (3044),"4/1/2019 - 6/30/2019, Every day, Daily Average",2395,1811,3166
3394,"Fisherman's Wharf, San Francisco, CA",3046,508483 (3046),"4/1/2019 - 6/30/2019, Every day, Daily Average",2729,2065,3605
3394,"Fisherman's Wharf, San Francisco, CA",3047,508503 (3047),"4/1/2019 - 6/30/2019, Every day, Daily Average",2682,2010,3578
3394,"Fisherman's Wharf, San Francisco, CA",3052,910901 (3052),"4/1/2019 - 6/30/2019, Every day, Daily Average",1448,1140,1838
3394,"Fisherman's Wharf, San Francisco, CA",3053,508313 (3053),"4/1/2019 - 6/30/2019, Every day, Daily Average",2252,1700,2982
3394,"Fisherman's Wharf, San Francisco, CA",3057,508321 (3057),"4/1/2019 - 6/30/2019, Every day, Daily Average",2338,1769,3088
3394,"Fisherman's Wharf, San Francisco, CA",3059,508312 (3059),"4/1/2019 - 6/30/2019, Every day, Daily Average",2183,1646,2893
3394,"Fisherman's Wharf, San Francisco, CA",3069,910911 (3069),"4/1/2019 - 6/30/2019, Every day, Daily Average",1594,1211,2097
3394,"Fisherman's Wharf, San Francisco, CA",3073,407450 (3073),"4/1/2019 - 6/30/2019, Every day, Daily Average",1832,1321,2539
3394,"Fisherman's Wharf, San Francisco, CA",3074,910910 (3074),"4/1/2019 - 6/30/2019, Every day, Daily Average",1893,1430,2505
3394,"Fisherman's Wharf, San Francisco, CA",3077,910960 (3077),"4/1/2019 - 6/30/2019, Every day, Daily Average",1942,1594,2364
3394,"Fisherman's Wharf, San Francisco, CA",3088,910973 (3088),"4/1/2019 - 6/30/2019, Every day, Daily Average",1275,1000,1625
3394,"Fisherman's Wharf, San Francisco, CA",3094,407244 (3094),"4/1/2019 - 6/30/2019, Every day, Daily Average",1783,1287,2469
3394,"Fisherman's Wharf, San Francisco, CA",3097,508502 (3097),"4/1/2019 - 6/30/2019, Every day, Daily Average",2779,2094,3687
3394,"Fisherman's Wharf, San Francisco, CA",3098,910912 (3098),"4/1/2019 - 6/30/2019, Every day, Daily Average",1452,1130,1864
3394,"Fisherman's Wharf, San Francisco, CA",3100,407241 (3100),"4/1/2019 - 6/30/2019, Every day, Daily Average",1774,1277,2462
3394,"Fisherman's Wharf, San Francisco, CA",3103,508311 (3103),"4/1/2019 - 6/30/2019, Every day, Daily Average",2190,1645,2913
3394,"Fisherman's Wharf, San Francisco, CA",3106,407322 (3106),"4/1/2019 - 6/30/2019, Every day, Daily Average",2443,1925,3099
3394,"Fisherman's Wharf, San Francisco, CA",3111,508302 (3111),"4/1/2019 - 6/30/2019, Every day, Daily Average",2166,1633,2871
3394,"Fisherman's Wharf, San Francisco, CA",3114,407383 (3114),"4/1/2019 - 6/30/2019, Every day, Daily Average",2304,1797,2952
3394,"Fisherman's Wharf, San Francisco, CA",3116,508301 (3116),"4/1/2019 - 6/30/2019, Every day, Daily Average",2117,1587,2823
3394,"Fisherman's Wharf, San Francisco, CA",3117,407382 (3117),"4/1/2019 - 6/30/2019, Every day, Daily Average",2257,1721,2959
3394,"Fisherman's Wharf, San Francisco, CA",3119,407371 (3119),"4/1/2019 - 6/30/2019, Every day, Daily Average",1994,1508,2635
3394,"Fisherman's Wharf, San Francisco, CA",3120,407370 (3120),"4/1/2019 - 6/30/2019, Every day, Daily Average",1966,1498,2579
3394,"Fisherman's Wharf, San Francisco, CA",3121,407361 (3121),"4/1/2019 - 6/30/2019, Every day, Daily Average",1883,1427,2483
3394,"Fisherman's Wharf, San Francisco, CA",3123,910980 (3123),"4/1/2019 - 6/30/2019, Every day, Daily Average",1233,968,1570
3394,"Fisherman's Wharf, San Francisco, CA",3126,407360 (3126),"4/1/2019 - 6/30/2019, Every day, Daily Average",1921,1423,2593
3394,"Fisherman's Wharf, San Francisco, CA",3127,407324 (3127),"4/1/2019 - 6/30/2019, Every day, Daily Average",2458,1907,3167
3394,"Fisherman's Wharf, San Francisco, CA",3128,910972 (3128),"4/1/2019 - 6/30/2019, Every day, Daily Average",1527,1209,1928
3394,"Fisherman's Wharf, San Francisco, CA",3129,407351 (3129),"4/1/2019 - 6/30/2019, Every day, Daily Average",1821,1352,2452
3394,"Fisherman's Wharf, San Francisco, CA",3130,407323 (3130),"4/1/2019 - 6/30/2019, Every day, Daily Average",2320,1791,3004
3394,"Fisherman's Wharf, San Francisco, CA",3133,508524 (3133),"4/1/2019 - 6/30/2019, Every day, Daily Average",2824,2135,3734
3394,"Fisherman's Wharf, San Francisco, CA",3134,407331 (3134),"4/1/2019 - 6/30/2019, Every day, Daily Average",2179,1644,2887
3394,"Fisherman's Wharf, San Francisco, CA",3137,407344 (3137),"4/1/2019 - 6/30/2019, Every day, Daily Average",1956,1494,2560
3394,"Fisherman's Wharf, San Francisco, CA",3139,407310 (3139),"4/1/2019 - 6/30/2019, Every day, Daily Average",2223,1764,2800
3394,"Fisherman's Wharf, San Francisco, CA",3140,407342 (3140),"4/1/2019 - 6/30/2019, Every day, Daily Average",1773,1344,2337
3394,"Fisherman's Wharf, San Francisco, CA",3143,407343 (3143),"4/1/2019 - 6/30/2019, Every day, Daily Average",1828,1377,2426
3394,"Fisherman's Wharf, San Francisco, CA",3145,407301 (3145),"4/1/2019 - 6/30/2019, Every day, Daily Average",2243,1799,2796
3394,"Fisherman's Wharf, San Francisco, CA",3146,407170 (3146),"4/1/2019 - 6/30/2019, Every day, Daily Average",2060,1538,2758
3394,"Fisherman's Wharf, San Francisco, CA",3147,407352 (3147),"4/1/2019 - 6/30/2019, Every day, Daily Average",1721,1297,2282
3394,"Fisherman's Wharf, San Francisco, CA",3148,407332 (3148),"4/1/2019 - 6/30/2019, Every day, Daily Average",2241,1736,2892
3394,"Fisherman's Wharf, San Francisco, CA",3149,407302 (3149),"4/1/2019 - 6/30/2019, Every day, Daily Average",2284,1841,2832
3394,"Fisherman's Wharf, San Francisco, CA",3150,407303 (3150),"4/1/2019 - 6/30/2019, Every day, Daily Average",2266,1779,2886
3394,"Fisherman's Wharf, San Francisco, CA",3152,508522 (3152),"4/1/2019 - 6/30/2019, Every day, Daily Average",2854,2161,3768
3394,"Fisherman's Wharf, San Francisco, CA",3153,407242 (3153),"4/1/2019 - 6/30/2019, Every day, Daily Average",1653,1210,2258
3394,"Fisherman's Wharf, San Francisco, CA",3158,508541 (3158),"4/1/2019 - 6/30/2019, Every day, Daily Average",2911,2218,3820
3394,"Fisherman's Wharf, San Francisco, CA",3160,407181 (3160),"4/1/2019 - 6/30/2019, Every day, Daily Average",2190,1684,2847
3394,"Fisherman's Wharf, San Francisco, CA",3162,407298 (3162),"4/1/2019 - 6/30/2019, Every day, Daily Average",2200,1744,2775
3394,"Fisherman's Wharf, San Francisco, CA",3163,407291 (3163),"4/1/2019 - 6/30/2019, Every day, Daily Average",2227,1799,2755
3394,"Fisherman's Wharf, San Francisco, CA",3166,407281 (3166),"4/1/2019 - 6/30/2019, Every day, Daily Average",2226,1714,2890
3394,"Fisherman's Wharf, San Francisco, CA",3168,407297 (3168),"4/1/2019 - 6/30/2019, Every day, Daily Average",2142,1683,2725
3394,"Fisherman's Wharf, San Francisco, CA",3171,508523 (3171),"4/1/2019 - 6/30/2019, Every day, Daily Average",2904,2198,3835
3394,"Fisherman's Wharf, San Francisco, CA",3172,407256 (3172),"4/1/2019 - 6/30/2019, Every day, Daily Average",2190,1738,2759
3394,"Fisherman's Wharf, San Francisco, CA",3173,910991 (3173),"4/1/2019 - 6/30/2019, Every day, Daily Average",1137,857,1507
3394,"Fisherman's Wharf, San Francisco, CA",3174,407252 (3174),"4/1/2019 - 6/30/2019, Every day, Daily Average",2226,1742,2844
3394,"Fisherman's Wharf, San Francisco, CA",3175,407282 (3175),"4/1/2019 - 6/30/2019, Every day, Daily Average",2194,1664,2891
3394,"Fisherman's Wharf, San Francisco, CA",3177,910974 (3177),"4/1/2019 - 6/30/2019, Every day, Daily Average",1180,915,1521
3394,"Fisherman's Wharf, San Francisco, CA",3178,407296 (3178),"4/1/2019 - 6/30/2019, Every day, Daily Average",2134,1673,2720
3394,"Fisherman's Wharf, San Francisco, CA",3181,407283 (3181),"4/1/2019 - 6/30/2019, Every day, Daily Average",2162,1641,2846
3394,"Fisherman's Wharf, San Francisco, CA",3185,407160 (3185),"4/1/2019 - 6/30/2019, Every day, Daily Average",1954,1448,2635
3394,"Fisherman's Wharf, San Francisco, CA",3188,407254 (3188),"4/1/2019 - 6/30/2019, Every day, Daily Average",1741,1334,2271
3394,"Fisherman's Wharf, San Francisco, CA",3189,407295 (3189),"4/1/2019 - 6/30/2019, Every day, Daily Average",2088,1632,2670
3394,"Fisherman's Wharf, San Francisco, CA",3190,407253 (3190),"4/1/2019 - 6/30/2019, Every day, Daily Average",2043,1587,2628
3394,"Fisherman's Wharf, San Francisco, CA",3191,407284 (3191),"4/1/2019 - 6/30/2019, Every day, Daily Average",2092,1591,2750
3394,"Fisherman's Wharf, San Francisco, CA",3192,407182 (3192),"4/1/2019 - 6/30/2019, Every day, Daily Average",1930,1507,2471
3394,"Fisherman's Wharf, San Francisco, CA",3193,407183 (3193),"4/1/2019 - 6/30/2019, Every day, Daily Average",2119,1581,2838
3394,"Fisherman's Wharf, San Francisco, CA",3195,407271 (3195),"4/1/2019 - 6/30/2019, Every day, Daily Average",2059,1604,2642
3394,"Fisherman's Wharf, San Francisco, CA",3197,910971 (3197),"4/1/2019 - 6/30/2019, Every day, Daily Average",1182,904,1545
3394,"Fisherman's Wharf, San Francisco, CA",3198,407245 (3198),"4/1/2019 - 6/30/2019, Every day, Daily Average",1682,1260,2244
3394,"Fisherman's Wharf, San Francisco, CA",3199,407272 (3199),"4/1/2019 - 6/30/2019, Every day, Daily Average",2052,1559,2700
3394,"Fisherman's Wharf, San Francisco, CA",3204,407262 (3204),"4/1/2019 - 6/30/2019, Every day, Daily Average",1966,1488,2597
3394,"Fisherman's Wharf, San Francisco, CA",3205,407260 (3205),"4/1/2019 - 6/30/2019, Every day, Daily Average",1823,1405,2363
3394,"Fisherman's Wharf, San Francisco, CA",3206,407261 (3206),"4/1/2019 - 6/30/2019, Every day, Daily Average",1764,1341,2320
3394,"Fisherman's Wharf, San Francisco, CA",3208,407205 (3208),"4/1/2019 - 6/30/2019, Every day, Daily Average",2020,1561,2612
3394,"Fisherman's Wharf, San Francisco, CA",3211,407155 (3211),"4/1/2019 - 6/30/2019, Every day, Daily Average",1845,1372,2480
3394,"Fisherman's Wharf, San Francisco, CA",3212,508551 (3212),"4/1/2019 - 6/30/2019, Every day, Daily Average",2981,2276,3902
3394,"Fisherman's Wharf, San Francisco, CA",3214,407195 (3214),"4/1/2019 - 6/30/2019, Every day, Daily Average",1800,1403,2308
3394,"Fisherman's Wharf, San Francisco, CA",3215,407273 (3215),"4/1/2019 - 6/30/2019, Every day, Daily Average",2196,1662,2900
3394,"Fisherman's Wharf, San Francisco, CA",3216,407196 (3216),"4/1/2019 - 6/30/2019, Every day, Daily Average",1875,1435,2449
3394,"Fisherman's Wharf, San Francisco, CA",3217,508525 (3217),"4/1/2019 - 6/30/2019, Every day, Daily Average",2955,2243,3892
3394,"Fisherman's Wharf, San Francisco, CA",3219,407233 (3219),"4/1/2019 - 6/30/2019, Every day, Daily Average",1923,1366,2705
3394,"Fisherman's Wharf, San Francisco, CA",3220,407154 (3220),"4/1/2019 - 6/30/2019, Every day, Daily Average",1847,1366,2495
3394,"Fisherman's Wharf, San Francisco, CA",3221,407152 (3221),"4/1/2019 - 6/30/2019, Every day, Daily Average",1875,1387,2534
3394,"Fisherman's Wharf, San Francisco, CA",3222,407191 (3222),"4/1/2019 - 6/30/2019, Every day, Daily Average",1799,1376,2351
3394,"Fisherman's Wharf, San Francisco, CA",3223,407234 (3223),"4/1/2019 - 6/30/2019, Every day, Daily Average",1592,1164,2177
3394,"Fisherman's Wharf, San Francisco, CA",3225,407193 (3225),"4/1/2019 - 6/30/2019, Every day, Daily Average",1799,1342,2410
